00090;[2440, 3966, 2439, 5922, 3313, 6087, 3844, 6274, 2895, 3189]
00091;[6274, 2440, 4213, 5551, 2895, 2439, 5490, 695, 5132, 3016]
00092;[2289, 4756, 4708, 4637, 4731, 2439, 4758, 4507, 1735, 2440]
00093;[2440, 2439, 4213, 6452, 3966, 2279, 5922, 6445, 4731, 2289]
00094;[3282, 3284, 2630, 3339, 5132, 6274, 859, 437, 2439, 6435]
00095;[6274, 2440, 2439, 859, 1330, 3976, 6742, 4479, 6435, 2347]
00096;[2321, 6504, 920, 924, 4438, 6087, 1884, 5038, 6082, 3966]
00097;[920, 4438, 924, 2321, 1180, 6504, 1424, 1425, 2439, 1243]
00098;[2321, 920, 924, 4438, 6504, 1884, 5038, 6082, 2439, 6087]
00099;[920, 2321, 1884, 4438, 924, 2439, 3966, 1243, 6504, 5038]
00100;[2866, 2868, 957, 4127, 3545, 3534, 3452, 624, 5455, 3418]
00101;[2866, 5947, 3358, 487, 3388, 1727, 4127, 3414, 3430, 3410]
00102;[5947, 475, 2358, 5841, 6585, 5888, 3358, 5159, 5948, 5946]
00103;[6585, 5947, 5841, 5590, 475, 5087, 2358, 5888, 6333, 4627]
00104;[6585, 5947, 475, 6621, 5590, 5888, 5087, 5841, 2358, 3537]
00105;[6585, 5947, 475, 5590, 5888, 5841, 6621, 5159, 2358, 5684]
00106;[5947, 5888, 475, 5946, 4528, 4590, 6585, 1051, 1611, 3358]
00107;[5948, 555, 6004, 5140, 5888, 5956, 857, 6647, 1613, 2623]
00108;[3920, 857, 4588, 5653, 5948, 4452, 6004, 2439, 5101, 6649]
00109;[6348, 5888, 5948, 2623, 608, 658, 5013, 1309, 5472, 3920]
00110;[2623, 5948, 2784, 475, 3920, 6647, 4588, 6004, 5888, 5947]
00111;[2784, 5948, 1613, 3920, 5590, 1611, 5013, 2623, 284, 6004]
00112;[6656, 571, 5932, 5266, 4782, 3353, 1472, 4380, 5225, 4209]
00113;[6656, 6429, 2644, 1738, 5932, 5225, 857, 2932, 4782, 4380]
00114;[4569, 6274, 6656, 5932, 1235, 695, 4782, 2030, 3469, 4613]
00115;[4569, 6656, 5932, 4782, 1235, 4613, 4470, 4491, 3353, 3362]
00116;[4569, 6656, 3353, 1235, 4491, 5491, 4613, 2698, 6655, 6483]
00117;[5863, 2953, 777, 570, 4588, 2961, 394, 2966, 3991, 5707]
00118;[2682, 2681, 2677, 5767, 6466, 4592, 1537, 556, 4594, 4267]
00119;[5498, 338, 2251, 4213, 4945, 6597, 6655, 6034, 6660, 4980]
00120;[290, 2960, 5123, 2647, 2264, 1051, 69, 3712, 2907, 2262]
00121;[750, 4627, 2263, 2787, 3619, 896, 5767, 3562, 4592, 6333]
00122;[2263, 3705, 2264, 2787, 2429, 4871, 3935, 896, 4031, 3563]
00123;[4627, 3619, 6333, 6587, 716, 4448, 2264, 2263, 6690, 2787]
00124;[2350, 6560, 2851, 787, 2348, 633, 2846, 1390, 4203, 3650]
00125;[4203, 2350, 1390, 2851, 787, 5810, 2348, 6560, 6333, 5529]
00126;[2350, 2851, 6560, 6561, 2348, 787, 5013, 3650, 2846, 2850]
00127;[2350, 6560, 3650, 6561, 2348, 633, 2851, 2846, 787, 5511]
00128;[2350, 2851, 3650, 5810, 6560, 2517, 2846, 6561, 2361, 2348]
00129;[2350, 3112, 2851, 2846, 3650, 2517, 5810, 6560, 6561, 2361]
00130;[2350, 3112, 2846, 6619, 213, 3650, 5810, 5439, 3553, 3321]
00131;[6763, 1947, 2809, 1948, 1048, 2787, 3579, 3952, 6727, 3951]
00132;[4387, 5123, 1154, 2682, 2159, 1948, 2534, 3952, 1781, 3067]
00133;[1390, 1781, 6538, 1948, 6248, 3952, 458, 1382, 2553, 2950]
00134;[5107, 2722, 2536, 1045, 4625, 442, 4602, 4813, 6430, 871]
00135;[2722, 5107, 2536, 4625, 4813, 1045, 1938, 6430, 442, 4602]
00136;[2722, 1045, 2536, 4813, 5107, 4625, 4602, 442, 6430, 1938]
00137;[1390, 1781, 2963, 5909, 2950, 2777, 1948, 6538, 1635, 2293]
00138;[1390, 2950, 1781, 1782, 6538, 3067, 458, 5909, 6536, 1382]
00139;[1390, 1781, 2950, 458, 1782, 6538, 2963, 1635, 3067, 5909]
00140;[1390, 1781, 2950, 1782, 5909, 6248, 6333, 2293, 1635, 3321]
00141;[1390, 2040, 4627, 989, 2950, 1781, 3619, 5909, 6522, 457]
00142;[1390, 1781, 630, 2950, 1782, 1635, 2777, 4062, 1551, 3679]
00143;[1781, 1782, 5909, 1390, 1779, 1988, 2950, 6538, 1551, 2553]
00144;[4305, 1988, 855, 1478, 1479, 5535, 1537, 3520, 1329, 1925]
00145;[1478, 1479, 855, 1988, 4305, 2943, 6434, 4366, 731, 2343]
00146;[5460, 4305, 1988, 1478, 855, 823, 4366, 4785, 2943, 1184]
00147;[1988, 855, 4503, 1925, 1264, 1537, 4305, 6434, 3382, 1781]
00148;[855, 1988, 5535, 1483, 1547, 4785, 4366, 2943, 4305, 4145]
00149;[855, 4305, 1988, 6434, 1782, 576, 1186, 1781, 2633, 2984]
00150;[5774, 893, 6538, 2544, 2914, 53, 4344, 3915, 6018, 2637]
00151;[5774, 893, 2234, 2623, 3915, 4344, 1562, 4898, 2637, 3748]
00152;[1184, 4785, 4031, 5460, 2874, 4871, 1988, 5116, 2725, 1890]
00153;[1988, 4305, 823, 855, 4007, 4366, 1186, 4887, 1537, 5873]
00154;[5535, 1988, 1537, 4785, 3016, 6522, 2005, 5889, 855, 5874]
00155;[5460, 1478, 1479, 1188, 5535, 4871, 5818, 3596, 694, 4489]
00156;[1204, 1988, 5535, 4305, 1483, 1547, 1186, 3333, 571, 2293]
00157;[1781, 5909, 1382, 1061, 5995, 1782, 1813, 6538, 3187, 1745]
00158;[1925, 1988, 1782, 1781, 6661, 3067, 5909, 1264, 4967, 3679]
00159;[1957, 3894, 151, 2231, 5889, 1950, 5902, 6760, 1630, 2937]
00160;[1957, 5122, 6346, 5902, 5499, 5498, 5862, 5900, 2153, 151]
00161;[1957, 5498, 5902, 1627, 2153, 5499, 5862, 5900, 6052, 5122]
00162;[1957, 5902, 1627, 5900, 5498, 2153, 6052, 5862, 1630, 6597]
00163;[5902, 1957, 5900, 1627, 5498, 5862, 2153, 1630, 6346, 3901]
00164;[3641, 4898, 1309, 5474, 1727, 1448, 1015, 2844, 5558, 2087]
00165;[3641, 2844, 4898, 1309, 3432, 630, 5331, 1015, 290, 5558]
00166;[2907, 3915, 1169, 5474, 197, 1614, 1962, 5774, 2266, 5126]
00167;[4898, 2978, 1309, 3432, 1562, 3641, 5774, 5474, 4026, 2266]
00168;[3641, 3432, 197, 4898, 1562, 5474, 738, 1865, 1309, 2599]
00169;[4026, 1865, 3039, 2604, 2599, 738, 6476, 6038, 1962, 5512]
00170;[6527, 6711, 4830, 5062, 808, 2992, 4374, 5106, 298, 2217]
00171;[5013, 1186, 6527, 4180, 5360, 5106, 6346, 3586, 3641, 5937]
00172;[122, 2207, 1168, 6202, 569, 6131, 6132, 2246, 4359, 3768]
00173;[1957, 5902, 1630, 5900, 1627, 338, 5498, 6346, 5899, 437]
00174;[3913, 802, 1248, 4794, 298, 4273, 3982, 2399, 1671, 2056]
00175;[3913, 802, 4273, 1188, 3637, 473, 3136, 298, 5829, 3982]
00176;[227, 1618, 584, 2157, 579, 228, 1617, 5320, 1035, 3737]
00177;[3272, 6435, 920, 2601, 422, 5613, 3563, 2439, 2440, 4106]
00178;[5613, 2601, 2028, 6435, 920, 3669, 2871, 5724, 4515, 687]
00179;[3563, 2871, 2440, 920, 2987, 5613, 2439, 2601, 1995, 6435]
00180;[2264, 1770, 3563, 2440, 3198, 2429, 2871, 4710, 2987, 2810]
00181;[920, 2264, 2871, 3563, 2440, 2428, 2987, 4516, 2429, 3272]
00182;[2264, 2987, 3619, 106, 2601, 2263, 1995, 3067, 2810, 6333]
00183;[2871, 2264, 920, 4516, 2440, 4710, 2875, 2810, 6605, 1230]
00184;[2440, 2871, 920, 4710, 3563, 2987, 5613, 3198, 2601, 6243]
00185;[610, 4256, 2401, 1074, 4936, 1073, 4491, 4551, 3659, 5780]
00186;[605, 2760, 6647, 2439, 3272, 2003, 1545, 5157, 4031, 6649]
00187;[383, 855, 342, 521, 5841, 290, 5231, 2760, 6647, 628]
00188;[1391, 2528, 4290, 2907, 290, 5126, 855, 3683, 6767, 2379]
00189;[855, 2528, 3997, 5126, 3264, 1956, 3300, 2517, 3272, 5928]
00190;[2439, 290, 2440, 2895, 3563, 6647, 2429, 6689, 3683, 2907]
00191;[6767, 4290, 2274, 3272, 232, 1391, 2907, 6647, 855, 2439]
00192;[290, 2028, 2528, 5126, 2439, 2932, 6647, 495, 695, 2907]
00193;[2439, 2528, 3272, 2440, 6647, 6435, 290, 5126, 4402, 2028]
00194;[2042, 2907, 6767, 3300, 4109, 694, 264, 855, 3320, 5126]
00195;[2907, 2399, 2403, 6767, 676, 3300, 6647, 3320, 3433, 605]
00196;[2680, 5677, 6683, 5768, 5129, 4417, 2259, 4745, 359, 3183]
00197;[893, 5677, 5774, 6476, 5390, 5129, 2472, 3915, 199, 6246]
00198;[893, 3915, 4588, 5452, 833, 359, 4145, 5774, 2932, 4264]
00199;[4145, 833, 6767, 6467, 5526, 893, 1050, 4305, 615, 398]
00200;[893, 4366, 3915, 4046, 5677, 4305, 855, 3442, 676, 6767]
00201;[5225, 2787, 4627, 6626, 6587, 3387, 3367, 4448, 6304, 2818]
00202;[3387, 3766, 3654, 5225, 3000, 5529, 4996, 663, 3588, 4627]
00203;[2818, 5225, 6240, 5087, 3563, 3937, 771, 5414, 6278, 6239]
00204;[2692, 3916, 6655, 2207, 1671, 1958, 3804, 2439, 3932, 6333]
00205;[5956, 2987, 5260, 295, 5540, 2867, 2361, 5062, 2439, 4448]
00206;[2440, 5842, 2848, 3531, 3563, 6689, 95, 2439, 4101, 5841]
00207;[2440, 3531, 3563, 3562, 5842, 2848, 2439, 6687, 2347, 6689]
00208;[3531, 3563, 2440, 3562, 5842, 6146, 2848, 6687, 2439, 6689]
00209;[3563, 2440, 3562, 3531, 6217, 1949, 5414, 2, 4213, 2818]
00210;[2440, 771, 6436, 3387, 6240, 2, 6716, 6217, 705, 24]
00211;[2274, 5414, 2969, 4627, 1238, 4140, 2987, 286, 3668, 1693]
00212;[1640, 2, 3563, 2440, 1608, 5842, 5126, 6278, 1728, 24]
00213;[5225, 2787, 1640, 2969, 3387, 4763, 2026, 3563, 6690, 3531]
00214;[3563, 3562, 2787, 3531, 5225, 2440, 2818, 5956, 4763, 3387]
00215;[3563, 2440, 2848, 3531, 6690, 5842, 3562, 2439, 2787, 6689]
00216;[3563, 2440, 70, 3000, 5932, 2439, 2848, 5087, 982, 3562]
00217;[3563, 2440, 2439, 5932, 982, 4380, 1089, 6656, 4782, 5225]
00218;[3563, 5590, 5087, 2439, 2440, 3300, 70, 2932, 982, 2251]
00219;[3563, 2440, 3562, 5225, 3531, 2848, 2787, 2439, 6146, 5842]
00220;[3563, 2440, 5087, 2848, 3562, 5225, 2439, 3531, 70, 2787]
00221;[3531, 3562, 920, 5842, 3563, 6316, 2848, 6687, 455, 6690]
00222;[3531, 6690, 920, 5715, 4627, 6687, 3562, 3949, 3563, 6316]
00223;[4627, 5715, 3531, 920, 3562, 6690, 908, 3563, 455, 6687]
00224;[908, 5715, 4627, 3563, 3531, 920, 6690, 2440, 440, 6687]
00225;[5841, 2440, 4101, 5932, 4627, 3531, 5715, 3563, 2251, 2914]
00226;[2440, 5932, 440, 4627, 3563, 5807, 6348, 2859, 3223, 2439]
00227;[3563, 6656, 2440, 982, 2439, 610, 6753, 2774, 4189, 4782]
00228;[1663, 394, 2439, 3465, 2440, 982, 6689, 5819, 5721, 3544]
00229;[290, 863, 4588, 3563, 1169, 5126, 2339, 3271, 2528, 4830]
00230;[2339, 4588, 3563, 290, 1169, 5906, 2492, 5126, 863, 2439]
00231;[737, 893, 2255, 4588, 2528, 5452, 5435, 5774, 1169, 3712]
00232;[2907, 4366, 6767, 2042, 676, 3705, 264, 2633, 1391, 694]
00233;[2042, 4366, 2907, 2633, 676, 6767, 3956, 5126, 694, 1216]
00234;[1169, 5452, 4588, 2580, 2266, 6718, 2528, 2623, 893, 1727]
00235;[1309, 4944, 1562, 4898, 2528, 5222, 6018, 5075, 2599, 6430]
00236;[5013, 1984, 504, 6018, 3641, 2544, 2398, 3432, 2266, 3242]
00237;[2544, 5774, 1309, 6018, 4898, 5677, 3242, 2637, 893, 1562]
00238;[3563, 3531, 2440, 3562, 4101, 5841, 5590, 4627, 6316, 5087]
00239;[3563, 3531, 920, 3562, 2440, 6316, 3223, 4077, 4627, 1191]
00240;[4898, 1562, 4452, 5013, 3712, 504, 2266, 2774, 4944, 4588]
00241;[4452, 4898, 4978, 2251, 5514, 1631, 5038, 1050, 3430, 5013]
00242;[676, 2907, 3320, 6652, 4290, 6767, 1391, 2995, 694, 3683]
00243;[1391, 2042, 3320, 6767, 1852, 4366, 2907, 2932, 5126, 3281]
00244;[2907, 2042, 3320, 4290, 6767, 2748, 4366, 3683, 1852, 5526]
00245;[2907, 3320, 5526, 6767, 4366, 184, 6246, 2042, 4290, 2877]
00246;[5514, 5512, 5513, 4898, 4588, 504, 5311, 5527, 3432, 3669]
00247;[504, 2266, 4944, 738, 4452, 4588, 2907, 3712, 2599, 4898]
00248;[3563, 2440, 4627, 5715, 3531, 3562, 6333, 5841, 5087, 6687]
00249;[3563, 2440, 5841, 4101, 3562, 3531, 2251, 4627, 2439, 2848]
00250;[2386, 4256, 4878, 5996, 1947, 5412, 264, 2401, 1391, 428]
00251;[2787, 5225, 6278, 224, 2818, 2440, 2822, 2192, 5084, 1181]
00252;[3563, 2440, 3531, 4627, 3562, 5715, 6690, 5842, 6687, 2848]
00253;[3563, 3531, 3562, 2440, 5842, 4627, 6687, 2848, 6690, 6146]
00254;[5900, 5902, 5862, 1627, 5890, 1097, 2371, 1957, 3071, 5899]
00255;[5900, 5902, 1627, 5862, 1957, 1097, 2665, 2371, 3769, 2937]
00256;[5900, 5902, 1627, 5862, 1957, 2665, 151, 2371, 2153, 1097]
00257;[5900, 5902, 1627, 5862, 1957, 2665, 151, 1097, 2371, 2153]
00258;[5902, 5900, 1627, 5862, 1957, 151, 2665, 6346, 2153, 2937]
00259;[5902, 5900, 5862, 1627, 1957, 2665, 151, 6346, 2153, 3783]
00260;[5902, 5862, 5900, 1627, 1957, 2665, 6346, 151, 2153, 1097]
00261;[5902, 1957, 2665, 5900, 1627, 5862, 151, 6346, 2153, 1097]
00262;[1957, 5902, 6346, 1627, 5900, 2665, 151, 5862, 2153, 1097]
00263;[1957, 6346, 5902, 151, 2665, 1627, 5900, 5862, 2153, 5498]
00264;[1957, 1627, 5902, 6346, 5900, 2665, 151, 5862, 1097, 2153]
00265;[2439, 2440, 6274, 422, 695, 3353, 6742, 6346, 859, 2774]
00266;[4029, 2439, 2440, 2822, 638, 3563, 6346, 6649, 3353, 4024]
00267;[5936, 4029, 2439, 487, 3893, 6346, 638, 2932, 3272, 6274]
00268;[4029, 1640, 4024, 2440, 2439, 3563, 1608, 6435, 3893, 6274]
00269;[2932, 5936, 6278, 1640, 4029, 4024, 2440, 3272, 1136, 6689]
00270;[638, 3563, 5126, 2932, 2787, 2833, 4029, 2439, 2440, 2987]
00271;[2439, 3563, 4029, 6689, 2932, 1618, 6346, 783, 6649, 2787]
00272;[638, 2439, 1618, 4030, 5060, 4029, 5234, 4024, 2099, 2932]
00273;[1859, 1663, 2987, 2439, 2099, 638, 6682, 694, 4030, 783]
00274;[1663, 1859, 2987, 2043, 5718, 214, 3051, 2439, 2932, 224]
00275;[1663, 1859, 2987, 2439, 2043, 783, 4029, 6689, 4030, 6649]
00276;[1663, 2043, 2987, 1859, 4972, 5718, 214, 3051, 2439, 4024]
00277;[1663, 2043, 1859, 2987, 2439, 5718, 3051, 214, 6689, 224]
00278;[3199, 1723, 676, 2986, 2932, 568, 561, 2987, 295, 3956]
00279;[4435, 2987, 561, 568, 3199, 2211, 1723, 5447, 2339, 5558]
00280;[3537, 527, 5947, 2099, 5156, 3893, 5906, 2339, 6362, 5159]
00281;[4588, 5937, 5139, 5936, 487, 3893, 2932, 4024, 4029, 857]
00282;[4588, 5936, 487, 142, 1497, 4029, 1618, 3893, 4024, 2932]
00283;[4588, 5947, 142, 3633, 5936, 4527, 487, 5856, 2900, 5906]
00284;[142, 5936, 4588, 487, 1520, 2932, 5937, 3633, 4527, 503]
00285;[2932, 4902, 137, 5126, 2439, 2528, 153, 3016, 2436, 6346]
00286;[3264, 6718, 6652, 738, 2528, 5126, 855, 295, 1547, 676]
00287;[4030, 1618, 638, 4029, 437, 2099, 2822, 1617, 5060, 2439]
00288;[2528, 3264, 5234, 676, 295, 199, 5126, 1075, 6718, 3199]
00289;[6371, 3199, 5234, 5126, 1990, 2932, 2528, 1723, 5474, 6678]
00290;[1497, 4588, 6582, 2822, 5474, 5906, 487, 5936, 2784, 4029]
00291;[2932, 3893, 2339, 4030, 783, 638, 4024, 4588, 1618, 5159]
00292;[5126, 4588, 5234, 504, 1547, 4605, 738, 5472, 4273, 855]
00293;[6278, 3264, 5126, 295, 855, 5880, 2528, 2932, 5928, 5576]
00294;[1659, 3016, 1618, 1617, 437, 5558, 2932, 4605, 1852, 5060]
00295;[5159, 3252, 1663, 1859, 5158, 6227, 3269, 1618, 5880, 3469]
00296;[5159, 3269, 2301, 4528, 1051, 2987, 5841, 3252, 2509, 5156]
00297;[5841, 1613, 5159, 4528, 1051, 6152, 2509, 2251, 3269, 3932]
00298;[1613, 5841, 3815, 1611, 3269, 5013, 4627, 5956, 3932, 342]
00299;[2692, 4517, 6435, 4479, 2376, 2347, 5129, 6607, 4515, 1774]
00300;[2692, 5816, 4517, 6435, 1063, 4515, 6607, 2810, 5724, 2376]
00301;[2692, 4517, 4233, 3537, 3563, 6607, 6435, 475, 6606, 5724]
00302;[2692, 2428, 2520, 2376, 5816, 2347, 6435, 4517, 1330, 450]
00303;[2692, 4517, 5816, 2264, 2376, 106, 3397, 1291, 3211, 2694]
00304;[2604, 4408, 53, 2564, 6683, 893, 1793, 6417, 5677, 2266]
00305;[3842, 5677, 4408, 6683, 2604, 53, 50, 5253, 3442, 1680]
00306;[2760, 3491, 5964, 5234, 150, 5013, 4944, 3712, 5106, 290]
00307;[2599, 3712, 5013, 1860, 4944, 4797, 4461, 2528, 2266, 2604]
00308;[5452, 2564, 2580, 53, 2266, 2604, 893, 2879, 5677, 6683]
00309;[150, 5384, 5013, 4944, 3509, 3491, 6692, 941, 3512, 1460]
00310;[5590, 4898, 3997, 2251, 2692, 2784, 3712, 3397, 2246, 4452]
00311;[5590, 2251, 3997, 2692, 3397, 5841, 5880, 2273, 2381, 2784]
00312;[5590, 2692, 2251, 3997, 3397, 2784, 4213, 1816, 6744, 5841]
00313;[5590, 3997, 2692, 2251, 3397, 2784, 4898, 3712, 4452, 3934]
00314;[4452, 3934, 5723, 3149, 1358, 5590, 4322, 2784, 5925, 5038]
00315;[2692, 4213, 3397, 6640, 2719, 5590, 2706, 6329, 4322, 6227]
00316;[2692, 3397, 2706, 2694, 6329, 3935, 2719, 5159, 4213, 4322]
00317;[2301, 2264, 3935, 1136, 4322, 5058, 2694, 2630, 2074, 5482]
00318;[2255, 2579, 290, 69, 737, 4322, 3712, 4588, 3509, 1506]
00319;[4322, 2266, 3712, 1506, 5013, 5774, 2264, 2263, 6647, 1952]
00320;[4944, 2599, 2604, 2266, 5013, 6038, 1562, 1483, 1962, 4942]
00321;[2264, 6659, 2263, 6436, 904, 1446, 2987, 1667, 1951, 2630]
00322;[3367, 3211, 2692, 4627, 6615, 1291, 1907, 2999, 4495, 6607]
00323;[3935, 6230, 2264, 5816, 6606, 2692, 6607, 1240, 904, 1553]
00324;[3935, 1951, 6230, 904, 1240, 2264, 2630, 2263, 771, 6606]
00325;[1926, 6305, 6659, 1949, 6230, 808, 4141, 844, 6240, 2987]
00326;[2574, 6361, 1598, 2272, 4549, 6416, 2263, 5772, 2089, 3275]
